MLS#,Type,Prop. Cat.,Prop. Cond.,Tax,Address,City,Zip,Area,BD,Baths,# Levels,Apx Sqft,Price SqFt,Sld Price Sqft,Lot Size,Pend. Date,DOM,CDOM,List Date,List Price,Sold Date,Price,Yr. Built,HOA Dues,# Garage,# Fireplaces,Terms
ML81949184,IN-PARK,RES,PROPOSD,8942,7929 Pine Avenue,Portland,95101,143,3,3.1,3,1799,465,457,20K-.99AC,2024-11-28,27,29,2024-11-01,"$835,977",2025-01-02,"$822,143",1951,0,2,2,OWNCRRY
ML81949185,CONDO,RES,EXISTNG,7175,1113 Pine Boulevard Unit 307,Hillsboro,95146,143,1,3.1,2,2839,162,157,20K-.99AC,2024-02-19,23,27,2024-01-27,"$458,626",2024-03-20,"$445,723",1982,0,0,1,FMHA
ML81949186,RES-MFG,RES,EXISTNG,11767,9885 Elm Boulevard,Portland,95232,$141,2,4.1,3,1290,663,634,"0-2,999SF",2024-06-30,61,67,2024-04-30,"$855,831",2024-08-06,"$817,860",2024,0,1,3,USDA
ML81949187,DETACHD,RES,REGHIST,8979,8094 Cypress Street,Beaverton,95214,150,2,1.1,2,1935,867,837,1-2.99AC,2024-01-28,8,15,2024-01-20,"$1,677,303",2024-02-20,"$1,619,595",1972,0,2,3,LEAS-OP
ML81949188,CONDO,RES,APPROX,14618,6875 Ash Boulevard Unit 327,Portland,95125,147,6,1.0,1,1364,467,447,"0-2,999SF",2023-04-04,56,62,2023-02-07,"$636,904",2023-05-06,"$609,708",1980,283,2,3,LSE-BAK
ML81949189,RES-MFG,RES,REMOD,12781,3428 Birch Way,Beaverton,95184,143,6,1.0,3,1570,433,424,5-6.99AC,2024-01-30,52,58,2023-12-09,"$680,575",2024-02-23,"$665,680",1958,0,0,1,SGI
ML81949190,FLTHOME,RES,PROPOSD,3435,3213 Willow Road,Portland,95226,152,6,3.0,2,1699,1051,1007,"15K-19,999SF",2024-05-29,12,15,2024-05-17,"$1,785,240",2024-07-07,"$1,710,893",2009,0,2,2,OWNCONT
ML81949191,PLNCOMM,RES,APPROX,4502,4616 Ash Road,Portland,95190,150,3,4.0,1,3750,508,489,10-19.99AC,2024-08-22,24,24,2024-07-29,"$1,904,956",2024-09-15,"$1,833,750",1994,0,2,2,LOW-INC
ML81949192,PLNCOMM,RES,UNDRCON,11740,7196 Ash Street,Portland,95146,152,5,3.1,3,2249,372,381,"0-2,999SF",2025-02-04,61,62,2024-12-05,"$837,469",2025-03-14,"$856,869",2001,0,1,3,FHA
ML81949193,FLTHOME,RES,NEW,7260,4409 Oak Road,Gales Creek,95181,143,2,2.0,2,1862,898,914,20-49.99AC,2023-10-01,28,33,2023-09-03,"$1,671,780",2023-10-21,"$1,701,868",1984,0,2,3,CONV
ML81949194,ATTACHD,RES,REGHIST,6704,5261 Walnut Drive,Hillsboro,95192,147,2,3.0,2,3716,83,86,20-49.99AC,2024-09-15,42,49,2024-08-04,"$307,092",2024-10-24,"$319,576",1980,0,0,2,FMHA
ML81949195,CONDO,RES,NEW,14797,8721 Aspen Avenue,Gresham,95204,143,2,4.0,2,3407,158,162,3-4.99AC,2023-04-17,26,35,2023-03-22,"$539,381",2023-05-07,"$551,934",1998,198,1,1,CONV
ML81949196,ATTACHD,RES,EXISTNG,9553,2394 Redwood Drive,Newberg,95184,141,3,2.0,3,936,1919,1852,7-9.99AC,2023-11-26,74,82,2023-09-13,"$1,796,021",2024-01-04,"$1,733,472",1968,529,3,0,ASSMP
ML81949197,DETACHD,RES,REMOD,3696,8935 Maple Avenue,Portland,95136,150,1,1.1,3,2565,500,482,"0-2,999SF",2024-11-19,52,59,2024-09-28,"$1,281,699",2024-12-25,"$1,236,330",1994,0,1,1,OWNCONT
ML81949198,FLTHOME,RES,UNDRCON,7000,3247 Birch Avenue,Gales Creek,95179,142,3,3.1,1,2309,712,742,3-4.99AC,2023-01-22,6,9,2023-01-16,"$1,644,549",2023-02-17,"$1,713,278",2007,0,3,3,LOW-INC
ML81949199,PLNCOMM,RES,UNDRCON,14187,5258 Cypress Way,Portland,95202,152,4,3.0,2,2415,562,556,"5K-6,999SF",2023-04-21,84,86,2023-01-27,"$1,356,414",2023-05-25,"$1,342,740",1974,0,2,2,LSE-BAK
ML81949200,DETACHD,RES,UNDRCON,10711,8583 Redwood Street,Lake Oswego,95190,152,4,1.0,3,1319,1135,1102,3-4.99AC,2023-08-13,35,37,2023-07-09,"$1,496,716",2023-09-12,"$1,453,538",1999,0,1,0,LSE-BAK
ML81949201,FLTHOME,RES,APPROX,5248,3489 Pine Street,Portland,95166,152,4,4.1,2,4155,420,440,5-6.99AC,2024-04-14,70,77,2024-02-04,"$1,743,833",2024-05-16,"$1,828,200",2012,0,0,1,SGI
ML81949202,FLTHOME,RES,RESALE,4884,2887 Cherry Avenue,Lake Oswego,95214,142,2,4.0,3,3928,313,298,20-49.99AC,2024-05-21,43,46,2024-04-08,"$1,227,946",2024-06-11,"$1,170,544",1950,0,3,0,ASSMP
ML81949203,CONDO,RES,REGHIST,6717,3040 Redwood Place,Portland,95163,141,5,3.0,3,3972,208,198,"3K-4,999SF",2023-06-01,69,70,2023-03-24,"$827,067",2023-07-04,"$786,456",1950,438,1,2,OWNCRRY
ML81949204,DETACHD,RES,PROPOSD,6423,1274 Pine Boulevard,Portland,95208,150,2,1.0,2,3235,580,578,20K-.99AC,2023-07-07,66,73,2023-05-02,"$1,876,112",2023-08-02,"$1,869,830",1973,0,3,3,CALL-SA
ML81949205,PLNCOMM,RES,APPROX,6602,5888 Walnut Lane,Portland,95235,142,2,4.1,3,1306,1033,1055,20K-.99AC,2023-11-11,31,32,2023-10-11,"$1,348,803",2023-12-21,"$1,377,830",1972,0,0,3,FMHA
ML81949206,PLNCOMM,RES,REMOD,11449,1358 Pine Road,Portland,95207,143,6,2.0,2,3898,411,396,1-2.99AC,2024-07-30,28,38,2024-07-02,"$1,603,041",2024-08-22,"$1,543,608",2000,0,3,0,SGI
ML81949207,DETACHD,RES,REMOD,4688,9991 Spruce Road,Milwaukie,95184,147,2,1.1,3,2512,263,255,"5K-6,999SF",2025-01-08,68,78,2024-11-01,"$659,434",2025-02-13,"$640,560",1950,0,2,1,LEAS-OP
ML81949208,FLTHOME,RES,UNKNOWN,13114,1744 Ash Place,Portland,95108,141,3,3.0,1,4230,275,269,"7K-9,999SF",2025-01-31,41,41,2024-12-21,"$1,163,638",2025-02-22,"$1,137,870",2019,0,0,3,CONV
ML81949209,CONDO,RES,APPROX,11995,9408 Maple Way Unit 138,Portland,95250,142,2,3.0,2,4094,341,343,"10K-14,999SF",2023-01-26,5,8,2023-01-21,"$1,397,088",2023-02-28,"$1,404,242",2013,0,3,2,LEAS-OP
ML81949210,RES-MFG,RES,REMOD,4780,8687 Willow Circle,West Linn,95104,143,5,2.0,2,3310,267,271,7-9.99AC,2023-12-25,83,93,2023-10-03,"$883,603",2024-01-19,"$897,010",1975,0,3,1,CALL-SA
ML81949211,FLTHOME,RES,UNKNOWN,13016,4817 Pine Lane,Portland,95175,147,1,2.1,1,1008,1599,1555,"10K-14,999SF",2023-10-06,31,41,2023-09-05,"$1,611,464",2023-11-03,"$1,567,440",2015,0,2,3,LOW-INC
ML81949212,IN-PARK,RES,RESALE,4155,4590 Elm Lane,Portland,95128,142,5,2.1,3,3058,226,217,20-49.99AC,2024-06-12,43,49,2024-04-30,"$690,116",2024-07-04,"$663,586",1997,0,3,0,FCS
ML81949213,RES-MFG,RES,REMOD,8102,7944 Birch Court,Portland,95197,152,4,2.0,2,3331,149,154,20K-.99AC,2024-04-29,86,91,2024-02-03,"$496,076",2024-05-28,"$512,974",1980,0,2,0,FHA
ML81949214,CONDO,RES,APPROX,10560,1927 Aspen Drive,Portland,95120,$141,4,4.0,2,2869,321,306,1-2.99AC,2023-06-29,88,90,2023-04-02,"$922,069",2023-07-31,"$877,914",1950,171,0,3,FHA
ML81949215,PLNCOMM,RES,FIXER,13685,3106 Ash Drive,Lake Oswego,95227,150,2,3.1,3,1952,589,563,20K-.99AC,2023-12-15,15,19,2023-11-30,"$1,149,835",2024-01-08,"$1,098,976",1997,0,3,2,ASSMP
ML81949216,FLTHOME,RES,PROPOSD,14947,2706 Pine Way,Portland,95113,142,1,1.1,1,3644,209,213,10-19.99AC,2024-12-04,85,92,2024-09-10,"$761,107",2025-01-05,"$776,172",1996,0,3,3,USDA
ML81949217,PLNCOMM,RES,APPROX,13836,9177 Cedar Court,Portland,95129,141,4,3.0,2,1608,465,467,3-4.99AC,2024-10-05,64,69,2024-08-02,"$748,165",2024-10-27,"$750,936",1989,0,1,2,USDA
ML81949218,ATTACHD,RES,REMOD,4786,7992 Magnolia Avenue,Portland,95143,150,1,4.0,3,4101,199,202,"10K-14,999SF",2023-05-18,55,62,2023-03-24,"$817,579",2023-06-17,"$828,402",1997,231,0,0,LSE-BAK
ML81949219,DETACHD,RES,RESTORD,3659,4906 Cypress Lane,Portland,95246,150,4,4.0,1,3081,611,634,"0-2,999SF",2024-12-06,84,84,2024-09-13,"$1,882,420",2025-01-13,"$1,953,354",1956,0,2,2,FCS
ML81949220,ATTACHD,RES,REGHIST,13193,2296 Ash Street,Portland,95122,150,6,2.0,1,1102,873,849,"0-2,999SF",2025-02-24,72,82,2024-12-14,"$962,453",2025-04-02,"$935,598",1950,317,3,1,VA
ML81949221,PLNCOMM,RES,REMOD,4094,2092 Spruce Court,Gales Creek,95243,150,6,2.1,3,3953,416,431,10-19.99AC,2024-05-26,34,37,2024-04-22,"$1,643,626",2024-06-16,"$1,703,743",2001,0,0,1,ASSMP
ML81949222,ATTACHD,RES,RESTORD,7891,8370 Pine Drive,Portland,95238,$141,2,2.0,1,3978,81,78,"7K-9,999SF",2024-03-05,88,95,2023-12-08,"$322,285",2024-03-29,"$310,284",1954,0,0,0,OWNCONT
ML81949223,PLNCOMM,RES,RESALE,14014,4820 Maple Street,Portland,95150,150,3,3.1,1,3912,356,363,3-4.99AC,2024-01-30,63,69,2023-11-28,"$1,393,187",2024-02-28,"$1,420,056",1951,0,1,1,TRADE
ML81949224,CONDO,RES,REMOD,5765,7332 Cherry Boulevard Unit 381,Portland,95133,152,1,1.0,2,1426,290,296,20-49.99AC,2023-09-15,38,47,2023-08-08,"$413,187",2023-10-07,"$422,096",1960,0,3,1,OWNCRRY
ML81949225,PLNCOMM,RES,NEW,3300,287 Elm Avenue,Portland,95115,147,6,1.1,2,2535,648,616,10-19.99AC,2023-07-11,20,22,2023-06-21,"$1,643,310",2023-08-12,"$1,561,560",1967,0,1,0,FCS
ML81949226,PLNCOMM,RES,APPROX,4342,3361 Magnolia Street,Portland,95190,152,5,2.0,2,1622,954,908,"5K-6,999SF",2023-04-13,30,38,2023-03-14,"$1,547,200",2023-05-15,"$1,472,776",2000,0,1,3,LSE-BAK
ML81949227,RES-MFG,RES,REMOD,14664,6915 Ash Street,Portland,95145,$141,5,2.1,2,3769,103,100,"0-2,999SF",2024-06-10,45,46,2024-04-26,"$387,388",2024-07-17,"$376,900",2011,0,1,2,FHA
ML81949228,DETACHD,RES,FIXER,5414,8259 Cherry Court,Beaverton,95100,152,4,4.1,1,1523,1004,1041,3-4.99AC,2025-01-16,41,41,2024-12-06,"$1,529,586",2025-02-07,"$1,585,443",1951,0,2,2,OWNCONT
ML81949229,DETACHD,RES,UNKNOWN,7247,7876 Cedar Street,Portland,95165,142,4,2.0,3,3818,119,125,"0-2,999SF",2023-04-24,63,65,2023-02-20,"$455,918",2023-05-29,"$477,250",1981,0,0,0,LEAS-OP
ML81949230,PLNCOMM,RES,REMOD,4973,5503 Ash Place,Portland,95207,150,5,4.1,2,3712,435,454,"15K-19,999SF",2024-02-19,44,47,2024-01-06,"$1,615,799",2024-03-17,"$1,685,248",2022,0,0,0,CASH
ML81949231,IN-PARK,RES,UNDRCON,11375,2448 Ash Way,Newberg,95229,142,5,4.1,1,3344,252,255,"7K-9,999SF",2024-07-23,19,22,2024-07-04,"$843,600",2024-08-12,"$852,720",1954,0,2,0,OWNCONT
ML81949232,FLTHOME,RES,NEW,12701,8844 Redwood Circle,Forest Grove,95153,150,5,1.0,1,4459,391,398,"10K-14,999SF",2024-12-13,33,42,2024-11-10,"$1,742,018",2025-01-16,"$1,774,682",1959,0,2,0,OWNCONT
ML81949233,RES-MFG,RES,FIXER,5343,8049 Aspen Boulevard,Hillsboro,95207,147,5,3.0,2,1996,844,843,"15K-19,999SF",2023-05-09,68,75,2023-03-02,"$1,684,697",2023-06-07,"$1,682,628",2016,0,2,2,NOFNCING
ML81949234,ATTACHD,RES,UNKNOWN,9706,297 Cedar Boulevard,Portland,95162,147,4,4.1,1,2680,404,409,10-19.99AC,2024-08-31,37,46,2024-07-25,"$1,082,679",2024-09-27,"$1,096,120",1984,305,3,2,USDA
ML81949235,ATTACHD,RES,UNKNOWN,10214,720 Ash Avenue,Portland,95170,150,1,4.0,1,3825,143,140,"10K-14,999SF",2024-06-22,75,81,2024-04-08,"$545,874",2024-07-20,"$535,500",1998,598,2,0,CASH
ML81949236,RES-MFG,RES,UNKNOWN,6059,5221 Cherry Boulevard,Gaston,95176,141,5,2.1,3,3967,190,191,20K-.99AC,2024-08-04,78,82,2024-05-18,"$753,493",2024-09-11,"$757,697",1994,0,2,2,OWNCRRY
ML81949237,CONDO,RES,UNDRCON,14543,5108 Redwood Circle Unit 449,Portland,95204,142,6,3.0,2,4349,409,423,3-4.99AC,2024-11-06,79,86,2024-08-19,"$1,777,901",2024-12-09,"$1,839,627",1951,0,1,0,CALL-SA
ML81949238,ATTACHD,RES,NEW,3867,3114 Walnut Avenue,Gaston,95207,143,2,1.0,2,2783,127,131,"0-2,999SF",2024-08-10,30,31,2024-07-11,"$352,377",2024-09-01,"$364,573",1950,426,3,2,OWNCONT
ML81949239,RES-MFG,RES,PROPOSD,8018,9580 Walnut Lane,Portland,95127,143,1,1.1,2,2130,474,465,"15K-19,999SF",2025-02-24,87,91,2024-11-29,"$1,008,938",2025-03-17,"$990,450",1972,0,3,2,OWNCONT
ML81949240,IN-PARK,RES,EXISTNG,5322,9920 Ash Way,Portland,95146,142,5,1.0,3,2480,419,439,5-6.99AC,2024-03-27,63,69,2024-01-24,"$1,040,356",2024-04-20,"$1,088,720",1988,0,3,3,NOFNCING
ML81949241,RES-MFG,RES,FIXER,3093,9084 Ash Court,Cornelius,95236,147,5,2.0,2,3089,250,242,1-2.99AC,2023-05-25,45,53,2023-04-10,"$771,062",2023-07-04,"$747,538",2000,0,3,1,FCS
ML81949242,IN-PARK,RES,RESTORD,8465,6936 Elm Way,Portland,95143,152,4,1.0,1,2560,406,388,"15K-19,999SF",2024-02-27,13,20,2024-02-14,"$1,040,522",2024-03-22,"$993,280",1991,0,1,1,FHA
ML81949243,FLTHOME,RES,RESTORD,8794,2895 Pine Drive,Portland,95208,141,2,2.0,2,4439,92,94,1-2.99AC,2023-04-15,66,75,2023-02-08,"$407,275",2023-05-07,"$417,266",2020,0,1,2,REHAB
ML81949244,PLNCOMM,RES,UNKNOWN,4057,2545 Elm Way,Portland,95162,143,6,4.1,1,3569,135,133,"15K-19,999SF",2023-08-14,29,32,2023-07-16,"$481,345",2023-09-15,"$474,677",1977,0,1,2,FHA
ML81949245,FLTHOME,RES,UNKNOWN,3817,3375 Pine Street,Portland,95223,141,5,2.0,2,3308,376,384,1-2.99AC,2024-04-10,57,61,2024-02-13,"$1,243,814",2024-05-03,"$1,270,272",1971,0,3,0,OWNCONT
ML81949246,ATTACHD,RES,RESTORD,9342,4828 Cherry Avenue,Portland,95169,141,5,1.0,2,2808,466,480,20-49.99AC,2025-01-29,70,71,2024-11-20,"$1,309,162",2025-02-21,"$1,347,840",2015,267,2,2,CASH
ML81949247,FLTHOME,RES,UNKNOWN,10547,1525 Willow Street,West Linn,95168,150,4,3.1,3,2368,289,276,7-9.99AC,2024-08-01,89,94,2024-05-04,"$683,425",2024-08-30,"$653,568",2007,0,1,2,OWNCONT
ML81949248,PLNCOMM,RES,NEW,11493,4342 Elm Boulevard,Portland,95135,141,4,4.1,1,2905,493,477,3-4.99AC,2024-10-23,78,88,2024-08-06,"$1,431,757",2024-11-13,"$1,385,685",2010,0,1,0,CONV
ML81949249,CONDO,RES,REMOD,8077,3759 Willow Drive Unit 480,West Linn,95242,141,5,2.0,3,2509,283,275,10-19.99AC,2025-01-25,33,37,2024-12-23,"$709,490",2025-02-25,"$689,975",2007,411,2,0,NOFNCING
ML81949250,ATTACHD,RES,UNKNOWN,6835,5769 Willow Avenue,Portland,95159,152,6,4.1,3,3097,433,447,"10K-14,999SF",2025-01-09,54,54,2024-11-16,"$1,342,209",2025-02-05,"$1,384,359",2011,260,0,2,NOFNCING
ML81949251,PLNCOMM,RES,RESTORD,14209,383 Birch Way,Milwaukie,95150,152,3,3.0,3,3805,94,96,"0-2,999SF",2023-10-09,66,73,2023-08-04,"$357,731",2023-11-07,"$365,280",1960,0,3,0,USDA
ML81949252,FLTHOME,RES,FIXER,7119,5289 Redwood Circle,Portland,95137,147,5,4.0,3,2829,638,628,5-6.99AC,2024-02-10,63,71,2023-12-09,"$1,805,706",2024-03-14,"$1,776,612",1982,0,0,1,CONV
ML81949253,RES-MFG,RES,REMOD,14228,5559 Walnut Way,Portland,95135,142,4,1.1,2,2234,885,873,5-6.99AC,2023-12-31,90,93,2023-10-02,"$1,976,172",2024-02-05,"$1,950,282",1987,0,3,0,CASH
ML81949254,IN-PARK,RES,EXISTNG,14041,3452 Elm Way,Portland,95241,152,3,3.1,2,2024,739,741,20K-.99AC,2023-05-12,59,59,2023-03-14,"$1,495,539",2023-06-12,"$1,499,784",1981,0,0,0,OWNCONT
ML81949255,CONDO,RES,REMOD,5618,2702 Pine Drive,Gaston,95194,$141,5,4.1,2,4303,275,263,10-19.99AC,2024-08-09,71,73,2024-05-30,"$1,184,358",2024-09-03,"$1,131,689",2020,449,0,1,FHA
ML81949256,RES-MFG,RES,EXISTNG,12680,3815 Spruce Place,Beaverton,95201,150,3,4.1,1,815,2215,2208,"10K-14,999SF",2023-11-03,79,81,2023-08-16,"$1,805,363",2023-12-07,"$1,799,520",2014,0,0,0,CONV
ML81949257,CONDO,RES,FIXER,7994,9283 Cherry Place,Portland,95248,$141,5,2.0,3,3044,539,559,3-4.99AC,2024-10-09,53,53,2024-08-17,"$1,641,973",2024-11-17,"$1,701,596",1955,215,1,3,NOFNCING
ML81949258,RES-MFG,RES,PROPOSD,11381,4927 Willow Drive,Portland,95101,143,2,3.0,1,4221,204,214,10-19.99AC,2023-11-07,67,75,2023-09-01,"$861,289",2023-12-03,"$903,294",2002,0,3,2,OTHER
ML81949259,PLNCOMM,RES,RESTORD,11293,2691 Redwood Way,Portland,95146,150,2,3.1,3,2589,415,419,20-49.99AC,2024-12-18,50,57,2024-10-29,"$1,074,363",2025-01-27,"$1,084,791",1961,0,1,2,OWNCRRY
ML81949260,IN-PARK,RES,UNDRCON,13124,2303 Cherry Drive,Portland,95200,152,5,2.0,1,3538,561,565,20K-.99AC,2024-03-08,59,67,2024-01-09,"$1,983,650",2024-03-28,"$1,998,970",1957,0,2,0,USDA
ML81949261,ATTACHD,RES,RESALE,10304,8503 Oak Place,Portland,95208,142,3,3.0,1,4400,176,179,5-6.99AC,2023-03-30,20,28,2023-03-10,"$773,525",2023-04-19,"$787,600",1958,0,0,2,REHAB
ML81949262,ATTACHD,RES,UNDRCON,4300,4215 Aspen Drive,Gaston,95123,142,5,3.1,3,2457,151,157,"7K-9,999SF",2023-07-12,46,55,2023-05-27,"$371,585",2023-08-08,"$385,749",1997,177,0,2,OTHER
ML81949263,FLTHOME,RES,RESALE,13995,1843 Walnut Road,Portland,95161,147,4,1.1,1,3126,218,228,20-49.99AC,2024-04-28,25,32,2024-04-03,"$682,929",2024-05-30,"$712,728",2024,0,0,3,OWNCRRY
ML81949264,CONDO,RES,UNDRCON,14603,6371 Spruce Road,Gaston,95200,152,6,4.0,1,4055,438,447,"15K-19,999SF",2023-10-30,41,48,2023-09-19,"$1,774,088",2023-12-03,"$1,812,585",1985,546,0,2,CALL-SA
ML81949265,IN-PARK,RES,RESALE,8003,422 Redwood Circle,Portland,95121,152,1,3.1,2,936,1122,1178,5-6.99AC,2023-11-06,13,14,2023-10-24,"$1,050,243",2023-12-14,"$1,102,608",1974,0,3,3,CALL-SA
ML81949266,PLNCOMM,RES,REMOD,11514,6208 Elm Place,Portland,95226,152,3,1.1,2,1960,562,549,5-6.99AC,2024-05-08,33,38,2024-04-05,"$1,102,384",2024-06-15,"$1,076,040",1963,0,1,2,FCS
ML81949267,DETACHD,RES,EXISTNG,11014,5056 Cedar Boulevard,West Linn,95243,143,4,1.1,3,2887,358,358,10-19.99AC,2023-08-27,54,58,2023-07-04,"$1,034,314",2023-10-06,"$1,033,546",1999,0,1,1,LSE-BAK
ML81949268,ATTACHD,RES,PROPOSD,3518,7333 Cedar Drive,Gaston,95230,142,3,4.1,3,1822,726,725,7-9.99AC,2023-09-24,45,46,2023-08-10,"$1,322,044",2023-10-17,"$1,320,950",1971,485,1,0,CALL-SA
ML81949269,DETACHD,RES,NEW,13753,1051 Elm Place,Aloha,95176,141,3,3.0,1,4089,196,204,10-19.99AC,2024-09-20,48,49,2024-08-03,"$803,246",2024-10-27,"$834,156",1983,0,2,1,TRADE
ML81949270,RES-MFG,RES,UNKNOWN,10568,5418 Oak Avenue,Gresham,95201,152,6,2.0,2,3971,429,440,"0-2,999SF",2023-05-23,41,50,2023-04-12,"$1,702,121",2023-06-20,"$1,747,240",1950,0,1,0,TRADE
ML81949271,DETACHD,RES,NEW,12168,7338 Oak Lane,Hillsboro,95131,147,6,1.0,3,3295,177,168,"10K-14,999SF",2024-12-28,82,82,2024-10-07,"$582,895",2025-01-19,"$553,560",2006,0,0,3,LOW-INC
ML81949272,DETACHD,RES,REMOD,8991,2233 Spruce Road,Portland,95121,142,5,2.1,2,1102,664,658,20-49.99AC,2023-10-01,76,79,2023-07-17,"$731,672",2023-11-01,"$725,116",1972,0,3,3,NOFNCING
ML81949273,ATTACHD,RES,RESTORD,12724,9757 Willow Avenue,Portland,95233,142,5,2.0,2,3954,192,190,3-4.99AC,2023-08-31,82,85,2023-06-10,"$760,618",2023-10-03,"$751,260",1972,0,3,0,CALL-SA
ML81949274,RES-MFG,RES,APPROX,8582,850 Walnut Street,Portland,95241,141,6,4.0,2,2118,687,672,"5K-6,999SF",2024-12-06,48,58,2024-10-19,"$1,455,412",2024-12-31,"$1,423,296",1961,0,0,0,TRADE
ML81949275,ATTACHD,RES,RESALE,10737,154 Elm Street,Portland,95204,141,4,4.1,3,2027,156,159,7-9.99AC,2023-06-07,10,20,2023-05-28,"$316,100",2023-07-01,"$322,293",1987,548,1,0,VA
ML81949276,FLTHOME,RES,REMOD,8522,9666 Cherry Road,Portland,95159,150,3,3.1,2,2980,530,544,20K-.99AC,2023-04-21,8,11,2023-04-13,"$1,579,936",2023-05-21,"$1,621,120",1954,0,1,2,LSE-BAK
ML81949277,PLNCOMM,RES,NEW,13266,3807 Cherry Court,Milwaukie,95120,150,5,2.1,1,3789,182,184,5-6.99AC,2025-02-25,88,91,2024-11-29,"$688,046",2025-03-29,"$697,176",1961,0,2,1,CALL-SA
ML81949278,DETACHD,RES,NEW,3150,6912 Cedar Lane,Portland,95242,141,1,1.1,1,3669,132,137,1-2.99AC,2024-06-01,50,50,2024-04-12,"$485,668",2024-06-28,"$502,653",1958,0,2,3,REHAB
ML81949279,ATTACHD,RES,REGHIST,9816,8119 Walnut Court,Portland,95144,143,4,3.1,3,1106,786,766,3-4.99AC,2023-07-24,43,45,2023-06-11,"$868,863",2023-08-15,"$847,196",2024,0,3,0,USDA
ML81949280,IN-PARK,RES,RESTORD,7666,5801 Spruce Avenue,Portland,95245,150,1,1.0,3,3244,385,376,"0-2,999SF",2024-05-21,90,93,2024-02-21,"$1,248,238",2024-06-21,"$1,219,744",2021,0,1,0,OWNCRRY
ML81949281,FLTHOME,RES,REGHIST,11346,9590 Aspen Avenue,Lake Oswego,95180,150,5,3.0,2,1744,753,769,5-6.99AC,2023-04-06,49,56,2023-02-16,"$1,313,226",2023-05-06,"$1,341,136",1955,0,3,3,ASSMP
ML81949282,FLTHOME,RES,UNDRCON,5490,6478 Elm Way,Portland,95244,143,2,1.0,3,2177,671,694,"7K-9,999SF",2023-06-17,15,19,2023-06-02,"$1,461,583",2023-07-15,"$1,510,838",2019,0,2,2,FHA
ML81949283,ATTACHD,RES,REMOD,10184,6059 Ash Boulevard,Portland,95153,152,5,2.0,3,4465,152,151,20-49.99AC,2023-02-12,32,37,2023-01-11,"$677,771",2023-03-18,"$674,215",2015,0,1,0,OWNCONT
ML81949284,PLNCOMM,RES,RESALE,13369,6383 Pine Drive,Portland,95132,141,1,4.1,3,1519,661,681,"15K-19,999SF",2023-09-14,52,58,2023-07-24,"$1,004,231",2023-10-13,"$1,034,439",1986,0,1,1,OWNCONT
ML81949285,RES-MFG,RES,NEW,5317,2453 Cherry Road,Gales Creek,95243,$141,1,3.1,3,3901,326,314,"5K-6,999SF",2024-06-22,42,45,2024-05-11,"$1,273,176",2024-07-21,"$1,224,914",2020,0,1,2,OTHER
ML81949286,RES-MFG,RES,APPROX,5115,267 Aspen Way,Portland,95236,150,1,3.0,1,1161,291,294,1-2.99AC,2024-04-02,76,80,2024-01-17,"$338,379",2024-05-08,"$341,334",1985,0,1,3,SGI
ML81949287,IN-PARK,RES,UNKNOWN,6908,1949 Cedar Circle,Gresham,95191,141,3,4.0,2,4163,215,223,3-4.99AC,2024-01-27,10,16,2024-01-17,"$897,037",2024-03-01,"$928,349",2021,0,0,1,USDA
ML81949288,IN-PARK,RES,NEW,13801,2095 Magnolia Court,Portland,95243,$141,1,4.0,1,3983,340,345,"15K-19,999SF",2024-07-13,36,37,2024-06-07,"$1,355,144",2024-08-05,"$1,374,135",1950,0,0,3,FHA
ML81949289,DETACHD,RES,RESTORD,12636,2946 Redwood Way,Portland,95137,142,6,4.1,1,4002,498,499,"7K-9,999SF",2024-05-21,16,26,2024-05-05,"$1,992,451",2024-06-11,"$1,996,998",2014,0,2,1,ASSMP
ML81949290,FLTHOME,RES,REGHIST,6504,2490 Oak Boulevard,Portland,95142,142,6,4.0,3,2336,833,822,1-2.99AC,2024-02-20,72,74,2023-12-10,"$1,945,394",2024-03-17,"$1,920,192",1969,0,1,0,VA
ML81949291,CONDO,RES,REGHIST,10980,7051 Spruce Lane,Portland,95183,150,5,4.1,3,931,1132,1127,"5K-6,999SF",2025-02-19,85,94,2024-11-26,"$1,053,829",2025-03-11,"$1,049,237",2017,249,2,3,NOFNCING
ML81949292,IN-PARK,RES,RESALE,6739,2558 Magnolia Boulevard,Portland,95188,141,4,2.0,3,2187,891,911,10-19.99AC,2023-09-15,40,49,2023-08-06,"$1,949,172",2023-10-20,"$1,992,357",2018,0,0,3,CALL-SA
ML81949293,IN-PARK,RES,RESALE,14776,904 Walnut Place,Portland,95158,141,2,4.0,2,1522,250,242,1-2.99AC,2024-04-07,20,26,2024-03-18,"$380,625",2024-05-09,"$368,324",2004,0,0,2,FHA
ML81949294,DETACHD,RES,UNDRCON,7088,4327 Redwood Road,Tualatin,95210,143,1,3.0,3,1908,638,639,"5K-6,999SF",2024-04-13,83,83,2024-01-21,"$1,216,606",2024-05-16,"$1,219,212",1984,0,3,2,FHA
ML81949295,DETACHD,RES,UNDRCON,12494,3824 Oak Court,Portland,95155,142,3,4.0,2,1800,743,754,7-9.99AC,2023-02-16,27,31,2023-01-20,"$1,337,610",2023-03-16,"$1,357,200",2006,0,1,1,LEAS-OP
